step,day,field,title,unit,domain,n_columns,rmse,relative_rmse_percent,mean_abs_error,max_abs_error,max_index,max_lat,max_lon,max_torch,max_fortran,torch_swe_at_max,fortran_swe_at_max,torch_snow_fraction_at_max,fortran_snow_fraction_at_max
8,1.0,snow_t,Snow temperature,K,snow_fraction_gt_1e-3,18165,4.600145523054588e-06,1.928075785765784e-06,3.960181602976265e-06,1.5186438247383194e-05,26847,31.450000762939453,87.55000305175781,262.3857878915164,262.3857727050781,0.07081980657475796,0.07081981003284454,0.005386303633770678,0.005386303768706139
8,1.0,snow_rho,Snow density,kg m-3,all_columns,97709,9.238692279416669e-07,9.092770744805708e-07,3.103764417306927e-07,7.599604714414454e-06,27690,31.650001525878906,86.6500015258789,139.59871676562966,139.59872436523438,0.11666331669741062,0.11666331440210342,0.00835704792998026,0.008357047310609754
8,1.0,snow_rho,Snow density,kg m-3,snow_present,18763,2.1082720291877854e-06,1.9503629162617287e-06,1.616296527477709e-06,7.599604714414454e-06,27690,31.650001525878906,86.6500015258789,139.59871676562966,139.59872436523438,0.11666331669741062,0.11666331440210342,0.00835704792998026,0.008357047310609754
8,1.0,snow_rho,Snow density,kg m-3,snow_fraction_gt_1e-3,18165,2.105283124948489e-06,1.9486667823250515e-06,1.6086175172795218e-06,7.599604714414454e-06,27690,31.650001525878906,86.6500015258789,139.59871676562966,139.59872436523438,0.11666331669741062,0.11666331440210342,0.00835704792998026,0.008357047310609754
8,1.0,snow_alb,Snow albedo,1,all_columns,97709,2.299394248723559e-08,2.7322876875045593e-06,2.2522832327391914e-08,2.9800307665972525e-08,82957,44.35000228881836,82.1500015258789,0.7840416133383631,0.7840415835380554,0.23844037892680783,0.2384403795003891,0.022751048611086927,0.022751047906177723
8,1.0,snow_alb,Snow albedo,1,snow_present,18763,1.9016528526550586e-08,2.362008562803507e-06,1.697298446671577e-08,2.9800307665972525e-08,82957,44.35000228881836,82.1500015258789,0.7840416133383631,0.7840415835380554,0.23844037892680783,0.2384403795003891,0.022751048611086927,0.022751047906177723
8,1.0,snow_alb,Snow albedo,1,snow_fraction_gt_1e-3,18165,1.8873639364574893e-08,2.34401616200997e-06,1.681245473506988e-08,2.9800307665972525e-08,82957,44.35000228881836,82.1500015258789,0.7840416133383631,0.7840415835380554,0.23844037892680783,0.2384403795003891,0.022751048611086927,0.022751047906177723
16,2.0,avg_skin_t,Surface temperature,K,all_columns,97709,7.0478844600044036e-06,2.7043873473097594e-06,5.793704712353607e-06,1.5258659004757646e-05,69868,41.150001525878906,79.05000305175781,257.6891021727215,257.6890869140625,0.0,0.0,0.0,0.0
16,2.0,soil_t_l1,"Soil temperature, layer 1",K,all_columns,97709,7.398101846272463e-06,2.8207509658438266e-06,6.138490911494735e-06,1.5258545488450181e-05,66054,40.35000228881836,83.95000457763672,257.4208526613764,257.4208679199219,0.0,0.0,0.0,0.0
16,2.0,soil_t_l2,"Soil temperature, layer 2",K,all_columns,97709,7.590593894758111e-06,2.884071571333487e-06,6.3168403660490385e-06,1.5258405653639784e-05,51073,37.04999923706055,106.05000305175781,266.43128967323497,266.4313049316406,0.0,0.0,0.0,0.0
16,2.0,soil_t_l3,"Soil temperature, layer 3",K,all_columns,97709,7.6167865933363725e-06,2.89669104166175e-06,6.3409001827063354e-06,1.5258720907240786e-05,23705,30.650001525878906,114.95000457763672,277.49006652825216,277.49005126953125,0.0,0.0,0.0,0.0
16,2.0,soil_t_l4,"Soil temperature, layer 4",K,all_columns,97709,7.435763217624406e-06,2.8337016907593126e-06,6.173522923345244e-06,1.5258364555847947e-05,52594,37.35000228881836,115.55000305175781,270.59022522015107,270.5902404785156,0.0,0.0,0.0,0.0
16,2.0,soil_w_l1,"Soil water, layer 1",kg m-2,all_columns,97709,5.488825486297557e-07,1.91056735887327e-06,4.7516526767178683e-07,9.536698009071642e-07,14417,28.25,119.05000305175781,26.4405450820968,26.4405460357666,0.0,0.0,0.0,0.0
16,2.0,soil_w_l2,"Soil water, layer 2",kg m-2,all_columns,97709,2.2043477313913867e-06,2.7744512919335687e-06,1.9095452244448725e-06,3.814692121295593e-06,13417,28.049999237060547,87.75,79.99958419800319,79.99958801269531,0.23986753781851008,0.23986753821372986,0.01999006794784935,0.019990068501610114
16,2.0,soil_w_l3,"Soil water, layer 3",kg m-2,all_columns,97709,4.400588863063492e-06,2.422218151052043e-06,3.8076790526751384e-06,7.629241082440785e-06,19243,29.549999237060547,111.25,186.84996795638952,186.84996032714844,0.0,0.0,0.0,0.0
16,2.0,soil_w_l4,"Soil water, layer 4",kg m-2,all_columns,97709,8.789381224930892e-06,2.9294558391225844e-06,7.614344386719005e-06,1.5258768257808697e-05,90561,47.04999923706055,124.85000610351562,299.99925231931513,299.9992370605469,0.047534596311481006,0.04753459617495537,0.004430277283318388,0.004430277385413867
16,2.0,snow_w,Snow water equivalent,kg m-2,all_columns,97709,1.7718604733962973e-08,2.505841788668034e-06,3.0365872872677863e-09,1.3445781519294542e-06,15654,28.650001525878906,95.55000305175781,41.59190997133982,41.59191131591797,41.59190997133982,41.59191131591797,1.0,1.0
16,2.0,snow_w,Snow water equivalent,kg m-2,snow_present,31197,3.135742468367483e-08,2.505841788668034e-06,9.510590994378762e-09,1.3445781519294542e-06,15654,28.650001525878906,95.55000305175781,41.59190997133982,41.59191131591797,41.59190997133982,41.59191131591797,1.0,1.0
16,2.0,snow_w,Snow water equivalent,kg m-2,snow_fraction_gt_1e-3,29773,3.2098526244040703e-08,2.5058416592716865e-06,9.958021562315048e-09,1.3445781519294542e-06,15654,28.650001525878906,95.55000305175781,41.59190997133982,41.59191131591797,41.59190997133982,41.59191131591797,1.0,1.0
16,2.0,snow_t,Snow temperature,K,all_columns,97709,4.251825034985834e-06,1.6093436858670667e-06,3.901324234877936e-06,1.5253731532993697e-05,39681,34.45000076293945,103.95000457763672,262.18940735369034,262.1894226074219,0.02381334602447318,0.023813346400856972,0.00200600748839474,0.002006007579417567
16,2.0,snow_t,Snow temperature,K,snow_present,31197,5.294147542968795e-06,2.169835968498125e-06,4.411330338789846e-06,1.5253731532993697e-05,39681,34.45000076293945,103.95000457763672,262.18940735369034,262.1894226074219,0.02381334602447318,0.023813346400856972,0.00200600748839474,0.002006007579417567
16,2.0,snow_t,Snow temperature,K,snow_fraction_gt_1e-3,29773,5.311965876105004e-06,2.173069738731854e-06,4.424855843909372e-06,1.5253731532993697e-05,39681,34.45000076293945,103.95000457763672,262.18940735369034,262.1894226074219,0.02381334602447318,0.023813346400856972,0.00200600748839474,0.002006007579417567
16,2.0,snow_rho,Snow density,kg m-3,all_columns,97709,1.350239020124202e-06,1.2869491359828504e-06,5.864688311205952e-07,7.6253787142377405e-06,42240,35.04999923706055,111.65000915527344,129.05817412928496,129.05816650390625,0.26720900828781585,0.267208993434906,0.020704539645829582,0.02070453971828418
16,2.0,snow_rho,Snow density,kg m-3,snow_present,31197,2.3895797109433985e-06,2.083315785211237e-06,1.8368203038741621e-06,7.6253787142377405e-06,42240,35.04999923706055,111.65000915527344,129.05817412928496,129.05816650390625,0.26720900828781585,0.267208993434906,0.020704539645829582,0.02070453971828418
16,2.0,snow_rho,Snow density,kg m-3,snow_fraction_gt_1e-3,29773,2.375946054385844e-06,2.0792039734697973e-06,1.8212314485034105e-06,7.6253787142377405e-06,42240,35.04999923706055,111.65000915527344,129.05817412928496,129.05816650390625,0.26720900828781585,0.267208993434906,0.020704539645829582,0.02070453971828418
16,2.0,snow_alb,Snow albedo,1,all_columns,97709,2.1956502962972213e-08,2.6412017495047504e-06,2.1028458308473165e-08,2.9796742850862756e-08,91030,47.25,131.75,0.7297110259477133,0.7297109961509705,0.22836960650656643,0.2283696085214615,0.017206725564611308,0.017206725702450743
16,2.0,snow_alb,Snow albedo,1,snow_present,31197,1.7262618710446457e-08,2.1851995884222896e-06,1.5030290671071867e-08,2.9796742850862756e-08,91030,47.25,131.75,0.7297110259477133,0.7297109961509705,0.22836960650656643,0.2283696085214615,0.017206725564611308,0.017206725702450743
16,2.0,snow_alb,Snow albedo,1,snow_fraction_gt_1e-3,29773,1.7356564646593447e-08,2.19293155903596e-06,1.5122634258137322e-08,2.9796742850862756e-08,91030,47.25,131.75,0.7297110259477133,0.7297109961509705,0.22836960650656643,0.2283696085214615,0.017206725564611308,0.017206725702450743
24,3.0,avg_skin_t,Surface temperature,K,all_columns,97709,6.914564347329903e-06,2.6655985324864003e-06,5.6805273932572784e-06,1.5258508256010828e-05,2023,22.850000381469727,116.45000457763672,291.14479064913326,291.144775390625,0.0,0.0,0.0,0.0
24,3.0,soil_t_l1,"Soil temperature, layer 1",K,all_columns,97709,7.305236452906053e-06,2.7927517851488983e-06,6.04358215001489e-06,1.5258600228662544e-05,33539,32.95000076293945,116.65000915527344,274.4284515378971,274.4284362792969,25.123797078960617,25.123796463012695,1.0,1.0
24,3.0,soil_t_l2,"Soil temperature, layer 2",K,all_columns,97709,7.554576572536169e-06,2.874448017383775e-06,6.282127716285632e-06,1.5258768712556048e-05,73048,41.75,103.35000610351562,259.30912780759684,259.3091125488281,0.3823695145551778,0.3823695182800293,0.033997423430486305,0.033997423429218104
24,3.0,soil_t_l3,"Soil temperature, layer 3",K,all_columns,97709,7.614122535225671e-06,2.8941271632262534e-06,6.342653430523086e-06,1.5258472956247715e-05,42589,35.150001525878906,105.05000305175781,269.1278839108167,269.12786865234375,3.8731625315790423,3.8731625080108643,0.25832388699310677,0.2583238820994865
24,3.0,soil_t_l4,"Soil temperature, layer 4",K,all_columns,97709,7.455834973791612e-06,2.8411729339260717e-06,6.186902529476333e-06,1.5258740347690036e-05,80503,43.54999923706055,130.95001220703125,257.609695434619,257.6097106933594,0.02377604291645822,0.023776043206453323,0.0019239801726511638,0.0019239802399280347
24,3.0,soil_w_l1,"Soil water, layer 1",kg m-2,all_columns,97709,5.476375478954578e-07,1.9020151882354675e-06,4.7542703365093646e-07,9.536713356794735e-07,61767,39.45000076293945,88.45000457763672,29.991633415219187,29.99163246154785,0.0,0.0,0.0,0.0
24,3.0,soil_w_l2,"Soil water, layer 2",kg m-2,all_columns,97709,2.2073607865348845e-06,2.7722249004948197e-06,1.9124755883470013e-06,3.814521420508754e-06,36642,33.75,91.75,79.26240921038092,79.26241302490234,0.0,0.0,0.0,0.0
24,3.0,soil_w_l3,"Soil water, layer 3",kg m-2,all_columns,97709,4.40412588890453e-06,2.410626904463053e-06,3.815313716958437e-06,7.629377734019727e-06,33534,32.95000076293945,116.15000915527344,187.93299102781523,187.9329833984375,13.460851074320846,13.460850715637207,0.8932966910222503,0.8932966799676693
24,3.0,soil_w_l4,"Soil water, layer 4",kg m-2,all_columns,97709,8.828657892071686e-06,2.9423258292832344e-06,7.649435562427557e-06,1.5258506437021424e-05,91621,47.54999923706055,130.15000915527344,299.91807556180606,299.9180908203125,0.04615348662749035,0.046153485774993896,0.003378432395229043,0.0033784323151881943
24,3.0,snow_w,Snow water equivalent,kg m-2,all_columns,97709,1.62725541230011e-07,2.4968640389441825e-06,2.7369235638935677e-08,7.5499249305721605e-06,24523,30.850000381469727,112.95000457763672,143.66812888781556,143.66812133789062,143.66812888781556,143.66812133789062,1.0,1.0
24,3.0,snow_w,Snow water equivalent,kg m-2,snow_present,46226,2.365809936303865e-07,2.4968640389441825e-06,5.785100690183374e-08,7.5499249305721605e-06,24523,30.850000381469727,112.95000457763672,143.66812888781556,143.66812133789062,143.66812888781556,143.66812133789062,1.0,1.0
24,3.0,snow_w,Snow water equivalent,kg m-2,snow_fraction_gt_1e-3,43290,2.4447204520049844e-07,2.4968640399835987e-06,6.176371808973625e-08,7.5499249305721605e-06,24523,30.850000381469727,112.95000457763672,143.66812888781556,143.66812133789062,143.66812888781556,143.66812133789062,1.0,1.0
24,3.0,snow_t,Snow temperature,K,all_columns,97709,4.8539605637648655e-06,1.8530513067347099e-06,4.225842901193524e-06,1.5258717894539586e-05,47900,36.35000228881836,113.55000305175781,261.2934417725321,261.29345703125,0.08408711421661662,0.08408711105585098,0.007898622288992227,0.007898621716380515
24,3.0,snow_t,Snow temperature,K,snow_present,46226,5.904668159675211e-06,2.37269971768166e-06,4.853686418189757e-06,1.5258717894539586e-05,47900,36.35000228881836,113.55000305175781,261.2934417725321,261.29345703125,0.08408711421661662,0.08408711105585098,0.007898622288992227,0.007898621716380515
24,3.0,snow_t,Snow temperature,K,snow_fraction_gt_1e-3,43290,5.968188848653027e-06,2.393105272930316e-06,4.903475873706932e-06,1.5258717894539586e-05,47900,36.35000228881836,113.55000305175781,261.2934417725321,261.29345703125,0.08408711421661662,0.08408711105585098,0.007898622288992227,0.007898621716380515
24,3.0,snow_rho,Snow density,kg m-3,all_columns,97709,2.1256187643351467e-06,1.9050028240415345e-06,1.1622912300153457e-06,7.629151241417276e-06,18338,29.350000381469727,98.55000305175781,152.51917266870032,152.51918029785156,0.5757941859435448,0.5757941603660583,0.03775224949549626,0.03775224593009232
24,3.0,snow_rho,Snow density,kg m-3,snow_present,46226,3.090363046542189e-06,2.5083290493254013e-06,2.4567627264649635e-06,7.629151241417276e-06,18338,29.350000381469727,98.55000305175781,152.51917266870032,152.51918029785156,0.5757941859435448,0.5757941603660583,0.03775224949549626,0.03775224593009232
24,3.0,snow_rho,Snow density,kg m-3,snow_fraction_gt_1e-3,43290,3.0524047252629e-06,2.4879490216591998e-06,2.420699818159027e-06,7.629151241417276e-06,18338,29.350000381469727,98.55000305175781,152.51917266870032,152.51918029785156,0.5757941859435448,0.5757941603660583,0.03775224949549626,0.03775224593009232
24,3.0,snow_alb,Snow albedo,1,all_columns,97709,2.099531256582092e-08,2.563912295968554e-06,1.9600203282768495e-08,2.979987323570299e-08,27378,31.549999237060547,97.95000457763672,0.8001400530362779,0.8001400828361511,0.2538242544844077,0.25382426381111145,0.02138939736858852,0.021389398198164777
24,3.0,snow_alb,Snow albedo,1,snow_present,46226,1.7281707466252196e-08,2.2077872765108636e-06,1.4876171215859051e-08,2.979987323570299e-08,27378,31.549999237060547,97.95000457763672,0.8001400530362779,0.8001400828361511,0.2538242544844077,0.25382426381111145,0.02138939736858852,0.021389398198164777
24,3.0,snow_alb,Snow albedo,1,snow_fraction_gt_1e-3,43290,1.7280560892430525e-08,2.2003924087785843e-06,1.4881158440004084e-08,2.979987323570299e-08,27378,31.549999237060547,97.95000457763672,0.8001400530362779,0.8001400828361511,0.2538242544844077,0.25382426381111145,0.02138939736858852,0.021389398198164777
32,4.0,avg_skin_t,Surface temperature,K,all_columns,97709,6.89797741965575e-06,2.6622472615424174e-06,5.665217911749864e-06,1.5258641724358313e-05,54313,37.75,102.55000305175781,265.7564849852042,265.7564697265625,0.48554092377720837,0.4855409264564514,0.0321094681509591,0.03210946923110922
32,4.0,soil_t_l1,"Soil temperature, layer 1",K,all_columns,97709,7.318024140968718e-06,2.798313459676231e-06,6.062441411739721e-06,1.525818282743785e-05,63684,39.85000228881836,89.55000305175781,261.2723846441609,261.27239990234375,0.023743848665514412,0.023743849247694016,0.0016428784424413023,0.0016428785571518487
32,4.0,soil_t_l2,"Soil temperature, layer 2",K,all_columns,97709,7.5973081872368866e-06,2.8910598358214786e-06,6.3247589181101645e-06,1.5258773885307164e-05,91435,47.45000076293945,131.95001220703125,259.164840698227,259.1648254394531,0.19867305656542852,0.1986730545759201,0.013174277024865268,0.013174277544881022
32,4.0,soil_t_l3,"Soil temperature, layer 3",K,all_columns,97709,7.646121170487685e-06,2.905146991958628e-06,6.374080001046281e-06,1.5258604491918959e-05,43012,35.25,105.85000610351562,266.0390472413955,266.0390625,0.47190737951529454,0.471907377243042,0.030886504299984446,0.03088650379613238
32,4.0,soil_t_l4,"Soil temperature, layer 4",K,all_columns,97709,7.453804289868687e-06,2.8401948036078434e-06,6.183675115938907e-06,1.5258457437994366e-05,56571,38.25,107.65000915527344,261.2712860110738,261.27130126953125,2.8401608763125976,2.840160846710205,0.21107029359162774,0.21107029313645678
32,4.0,soil_w_l1,"Soil water, layer 1",kg m-2,all_columns,97709,5.508713890425442e-07,1.925780462557891e-06,4.772543649758948e-07,9.536725009695601e-07,26732,31.35000228881836,119.05000305175781,28.34303188324156,28.343032836914062,3.986012261583671,3.9860122203826904,0.353412317366272,0.3534123208618788
32,4.0,soil_w_l2,"Soil water, layer 2",kg m-2,all_columns,97709,2.205486001653826e-06,2.78179425674707e-06,1.9101219529794942e-06,3.814684731651141e-06,8470,25.950000762939453,107.65000915527344,78.76630020142855,78.76630401611328,0.2676381076459918,0.26763811707496643,0.02074217282345848,0.020742172537735467
32,4.0,soil_w_l3,"Soil water, layer 3",kg m-2,all_columns,97709,4.413266808679119e-06,2.4048597465526982e-06,3.825808955168185e-06,7.629363324213045e-06,57301,38.45000076293945,94.25,179.99954986575386,179.9995574951172,0.0,0.0,0.0,0.0
32,4.0,soil_w_l4,"Soil water, layer 4",kg m-2,all_columns,97709,8.837957271726257e-06,2.9451527621213893e-06,7.664429022481242e-06,1.525851365613562e-05,21490,30.150001525878906,97.45000457763672,299.9998321535957,299.9998474121094,0.15472079480642295,0.15472079813480377,0.010174108491249051,0.010174108651742614
32,4.0,snow_w,Snow water equivalent,kg m-2,all_columns,97709,1.8452680259097345e-07,2.419507048876681e-06,3.505248703186606e-08,7.618558043986923e-06,24523,30.850000381469727,112.95000457763672,148.85681916366852,148.85682678222656,148.85681916366852,148.85682678222656,1.0,1.0
32,4.0,snow_w,Snow water equivalent,kg m-2,snow_present,51338,2.5457002661638643e-07,2.419507048876681e-06,6.671361282851431e-08,7.618558043986923e-06,24523,30.850000381469727,112.95000457763672,148.85681916366852,148.85682678222656,148.85681916366852,148.85682678222656,1.0,1.0
32,4.0,snow_w,Snow water equivalent,kg m-2,snow_fraction_gt_1e-3,46160,2.6846880402660697e-07,2.4195070489141273e-06,7.418080419203509e-08,7.618558043986923e-06,24523,30.850000381469727,112.95000457763672,148.85681916366852,148.85682678222656,148.85681916366852,148.85682678222656,1.0,1.0
32,4.0,snow_t,Snow temperature,K,all_columns,97709,5.168479443233627e-06,1.9720324004365592e-06,4.4169600829047464e-06,1.5257855295658374e-05,55209,37.95000076293945,103.05000305175781,268.6809539785584,268.6809387207031,0.5473448380195358,0.5473448634147644,0.0357759821812055,0.03577598303610602
32,4.0,snow_t,Snow temperature,K,snow_present,51338,6.2232082163559064e-06,2.4727573174332785e-06,5.098778294288924e-06,1.5257855295658374e-05,55209,37.95000076293945,103.05000305175781,268.6809539785584,268.6809387207031,0.5473448380195358,0.5473448634147644,0.0357759821812055,0.03577598303610602
32,4.0,snow_t,Snow temperature,K,snow_fraction_gt_1e-3,46160,6.301349957728788e-06,2.50035918597537e-06,5.1649973892173565e-06,1.5257855295658374e-05,55209,37.95000076293945,103.05000305175781,268.6809539785584,268.6809387207031,0.5473448380195358,0.5473448634147644,0.0357759821812055,0.03577598303610602
32,4.0,snow_rho,Snow density,kg m-3,all_columns,97709,2.653863986726034e-06,2.234482837615839e-06,1.5798802449029746e-06,7.6289159380849014e-06,16322,28.850000381469727,87.55000305175781,135.8055648808497,135.80557250976562,0.21190105837032702,0.21190105378627777,0.015603267697920952,0.015603266483858033
32,4.0,snow_rho,Snow density,kg m-3,snow_present,51338,3.66122544937092e-06,2.7430718030670053e-06,3.00690558356821e-06,7.6289159380849014e-06,16322,28.850000381469727,87.55000305175781,135.8055648808497,135.80557250976562,0.21190105837032702,0.21190105378627777,0.015603267697920952,0.015603266483858033
32,4.0,snow_rho,Snow density,kg m-3,snow_fraction_gt_1e-3,46160,3.6163253806742765e-06,2.7253271793780384e-06,2.9614190384187493e-06,7.6289159380849014e-06,16322,28.850000381469727,87.55000305175781,135.8055648808497,135.80557250976562,0.21190105837032702,0.21190105378627777,0.015603267697920952,0.015603266483858033
32,4.0,snow_alb,Snow albedo,1,all_columns,97709,2.0666703714371643e-08,2.560586301764146e-06,1.9151287720370148e-08,2.98020738087601e-08,54843,37.85000228881836,110.75,0.8068241178991896,0.8068241477012634,0.7245145817527827,0.7245146036148071,0.05503267809993473,0.0550326800003848
32,4.0,snow_alb,Snow albedo,1,snow_present,51338,1.73050307244435e-08,2.2582416604337768e-06,1.491453460766193e-08,2.98020738087601e-08,54843,37.85000228881836,110.75,0.8068241178991896,0.8068241477012634,0.7245145817527827,0.7245146036148071,0.05503267809993473,0.0550326800003848
32,4.0,snow_alb,Snow albedo,1,snow_fraction_gt_1e-3,46160,1.7248731830709714e-08,2.238983348437531e-06,1.4878770472416842e-08,2.98020738087601e-08,54843,37.85000228881836,110.75,0.8068241178991896,0.8068241477012634,0.7245145817527827,0.7245146036148071,0.05503267809993473,0.0550326800003848
40,5.0,avg_skin_t,Surface temperature,K,all_columns,97709,6.987686513306836e-06,2.6958052186499544e-06,5.744613972341429e-06,1.5258642065418826e-05,80747,43.650001525878906,120.75,259.84861755385793,259.8486328125,0.0,0.0,0.0,0.0
40,5.0,soil_t_l1,"Soil temperature, layer 1",K,all_columns,97709,7.347099736517806e-06,2.8094226872459267e-06,6.079278354371597e-06,1.5258494499903463e-05,75261,42.25,92.85000610351562,259.495010375682,259.4949951171875,0.0,0.0,0.0,0.0
40,5.0,soil_t_l2,"Soil temperature, layer 2",K,all_columns,97709,7.641536029965601e-06,2.908173131726013e-06,6.363220772479165e-06,1.5258570670084737e-05,66486,40.45000076293945,79.25,262.91334533669567,262.913330078125,0.0,0.0,0.0,0.0
40,5.0,soil_t_l3,"Soil temperature, layer 3",K,all_columns,97709,7.701636790953101e-06,2.9254007492210947e-06,6.43626591123857e-06,1.5258669009199366e-05,60525,39.150001525878906,104.45000457763672,260.9722747803935,260.9722900390625,1.330345444541146,1.3303453922271729,0.13077153394966426,0.1307715288958972
40,5.0,soil_t_l4,"Soil temperature, layer 4",K,all_columns,97709,7.467959272340323e-06,2.8453638679106322e-06,6.1974221714508335e-06,1.5258736254963878e-05,30886,32.35000228881836,104.05000305175781,264.43931579595125,264.4393310546875,0.6651428887502139,0.6651428937911987,0.05638401090317931,0.05638401303767305
40,5.0,soil_w_l1,"Soil water, layer 1",kg m-2,all_columns,97709,5.486715529657514e-07,1.922101738423461e-06,4.757304062197602e-07,9.536674347998542e-07,21786,30.25,86.75,28.37311649323198,28.373117446899414,0.0663348895786876,0.06633488833904266,0.004316375715310885,0.004316375691752771
40,5.0,soil_w_l2,"Soil water, layer 2",kg m-2,all_columns,97709,2.2058445202189833e-06,2.792234872321656e-06,1.9099513055443366e-06,3.8146635716884703e-06,45569,35.85000228881836,103.75,79.97963333126513,79.97962951660156,0.09665515223877928,0.09665515273809433,0.009637333186197156,0.00963733310366399
40,5.0,soil_w_l3,"Soil water, layer 3",kg m-2,all_columns,97709,4.398353754852978e-06,2.390059820087342e-06,3.8090838124920853e-06,7.629379183526908e-06,86811,45.54999923706055,119.25,179.92534637449637,179.9253387451172,0.025092369369515595,0.025092368945479393,0.0016657075331640424,0.0016657075868779833
40,5.0,soil_w_l4,"Soil water, layer 4",kg m-2,all_columns,97709,8.820059441217404e-06,2.9388866798965136e-06,7.640860002541077e-06,1.5258292762609926e-05,27104,31.450000762939453,113.25,300.49522399951974,300.4952392578125,49.408914820710564,49.40891647338867,1.0,1.0
40,5.0,snow_w,Snow water equivalent,kg m-2,all_columns,97709,2.0009390945493788e-07,2.5480668716766544e-06,3.830316374747586e-08,7.609006246411809e-06,24523,30.850000381469727,112.95000457763672,150.74697115075938,150.74697875976562,150.74697115075938,150.74697875976562,1.0,1.0
